,encoding,probabilities
558,"[[ -9.284833  -15.718388   -2.8984587 -20.004223  -13.88302   -19.612118
  -15.139207  -23.145441   -8.996343  -19.2506    -11.506693  -10.6956625
  -10.847939   -6.263503  -17.64551   -11.805384   36.06358   -18.848759
   -8.832508  -13.612193   -7.206735   -4.4697366  -8.239914  -16.82561
  -10.823428   -5.991671   -2.958159  -12.584736   -6.296733   43.0482
  -12.345557  -19.221317   -5.0754695 -18.925264   -9.617721  -17.870691
  -19.355284  -19.68466   -12.309371   -5.477781  -19.868721   28.581417
  -20.946114  -15.967464  -20.243483  -11.231716  -14.909018  -11.998629
  -19.487053   -7.56248    -8.847292  -18.489895   -4.2495484 -18.316448
  -12.51185   -11.268556   -3.8542237  -0.514537  -13.834984  -21.701517
   -4.6335087 -22.037184  -12.555488  -18.044641 ]]",[[1.]]
559,"[[-4.064757   -1.6473702  -1.2087473  -7.42875    -5.1201777  -7.5981708
  -4.9754395  -9.058184   -1.0717449  -7.423735   -1.1964365  -4.5389314
  -1.5226196  -2.7456722  -6.913233   -1.3293015   9.151522   -7.0141206
  -4.313518   -5.258682   -3.0013611  -2.4758782  -3.3823695  -6.5580635
  -4.638351   -2.3742747  -1.4199766  -1.3185047  -2.7710314  11.014466
  -1.6062827  -7.420132   -4.155492   -7.318083   -1.0722276  -5.9348655
  -7.2437587  -1.8810785  -5.484521   -2.022907   -7.5209265   7.8004265
  -7.73906    -6.981139   -7.541809   -4.545325   -6.8904715  -4.594816
  -7.8576245  -3.0660684  -3.3794143  -7.2621837  -4.103441   -7.1009007
  -5.1042924  -4.919437   -2.9663522  -0.40173632 -5.1263885  -7.4283705
  -3.2509847  -7.9717164  -5.131762   -7.2355824 ]]",[[0.99330455]]
560,"[[ -4.765759    -4.1069875   -1.4321232   -9.278373    -6.3939075
   -9.324439    -6.5506682  -11.005516    -2.441854    -9.15166
   -2.9688265   -5.3841367   -3.1230142   -3.214156    -8.445937
   -3.1508815   13.517975    -8.742382    -4.896438    -6.475118
   -3.6033247   -2.6975951   -4.0505953   -8.024802    -5.496949
   -2.9193144   -1.6185993   -3.2683458   -3.2338724   16.198807
   -3.447596    -9.136372    -4.117126    -8.992159    -2.5478342
   -7.766402    -9.030991    -4.9459457   -6.3888717   -2.512653
   -9.306367    11.154983    -9.67321     -8.199548    -9.394981
   -5.4831653   -7.9331894   -5.6919675   -9.507236    -3.7100456
   -4.1552863   -8.867377    -3.918417    -8.712161    -6.1503344
   -5.78222     -2.981409    -0.40134838  -6.415663    -9.557408
   -3.3509216  -10.0505085   -6.1806645   -8.766587  ]]",[[0.99934417]]
561,"[[-3.7545714  -0.6824683  -1.1121492  -6.61857    -4.573464   -6.8449855
  -4.2830634  -8.228604   -0.54633296 -6.659097   -0.50471056 -4.1723976
  -0.90734273 -2.5457087  -6.2412834  -0.61277044  7.3371863  -6.2540054
  -4.037738   -4.7300043  -2.7388241  -2.3631744  -3.0905426  -5.91322
  -4.252965   -2.1407564  -1.3325421  -0.5635869  -2.574103    8.868525
  -0.8787287  -6.6650386  -4.146893   -6.582961   -0.49917743 -5.1478133
  -6.4510293  -0.68923944 -5.078067   -1.8157315  -6.7411995   6.4123826
  -6.8960724  -6.4289594  -6.733374   -4.135361   -6.4140477  -4.0991354
  -7.129605   -2.7953088  -3.0348961  -6.553851   -4.14862    -6.3918605
  -4.636937   -4.537276   -2.9246986  -0.40419975 -4.555051   -6.514906
  -3.1659591  -7.075119   -4.6698933  -6.5570908 ]]",[[0.98260975]]
562,"[[-3.7436657  -0.30395392 -1.1060156  -6.5083895  -4.496897   -6.756981
  -4.1542253  -8.146344   -0.3379285  -6.5638494  -0.23348132 -4.1473026
  -0.66819644 -2.5375068  -6.1691246  -0.33810434  6.8414035  -6.155363
  -4.0514584  -4.6592717  -2.7107656  -2.3906317  -3.0682714  -5.845325
  -4.233888   -2.1103718  -1.3381655  -0.2661287  -2.5675867   8.274997
  -0.6138454  -6.576289   -4.2466035  -6.4982243  -0.2717823  -4.994617
  -6.344489   -0.22184712 -5.0665703  -1.7873534  -6.641484    6.041985
  -6.7808723  -6.411065   -6.6250396  -4.098849   -6.4245644  -4.041071
  -7.0618396  -2.758186   -3.0064094  -6.480702   -4.2742515  -6.311698
  -4.593101   -4.52073    -2.997485   -0.40949935 -4.474579   -6.357489
  -3.2330213  -6.9411674  -4.6220884  -6.4916472 ]]",[[0.9774624]]
563,"[[-19.779896    25.731804   -12.793695   -69.49582    -39.01118
  -66.232      -44.507587   -59.979748    16.424511   -63.804066
   24.767761   -12.341804    30.506424    -1.6783347  -64.52606
   20.913857    34.994957   -70.621826    -8.783315   -26.955606
    2.2858024   -7.117276   -48.71266    -54.865913   -34.83798
   32.91643    -16.003212    26.270124     0.90680975  45.949905
    0.8642194  -62.302776    22.551994   -61.65582     23.978975
  -43.37647    -69.257904    18.47211    -42.80648    -10.560115
  -65.98246    -15.081007   -67.548546   -65.92701    -67.80166
  -26.216057   -52.444344   -59.829323   -63.703022    -2.6107092
  -33.587387   -63.096066     6.6048613   -8.616174   -37.903976
  -11.48722     -5.97735     -1.038599   -55.288155   -73.27539
  -10.863502   -68.89712    -27.987976   -65.470955  ]]",[[0.00090343]]
564,"[[-22.247044    21.115738   -13.7018     -75.67992    -43.16197
  -72.19332    -49.22332    -66.723976    13.802601   -69.5787
   21.478495   -15.117695    27.677107    -3.154913   -69.89642
   17.489656    45.75955    -76.552666   -10.907183   -30.735981
    0.59002024  -8.082168   -51.468884   -59.93992    -37.975124
   31.953394   -16.833525    22.661312    -0.5213899   58.849953
   -3.0073671  -68.04364     22.303982   -67.37601     21.313366
  -48.72922    -75.254395    12.234941   -46.32441    -12.105081
  -72.02898     -7.4524713  -73.992355   -70.6322     -74.03437
  -29.370422   -56.714798   -63.791668   -69.49965     -4.4530716
  -36.408234   -68.72277      6.3688335  -13.337878   -41.493084
  -14.304125    -6.5919514   -1.108917   -59.673702   -80.19391
  -11.782723   -75.64864    -31.429281   -70.926994  ]]",[[0.93277895]]
565,"[[-22.378897    28.516052   -14.565404   -78.95992    -44.352806
  -75.21334    -50.703445   -68.0092      18.205343   -72.41038
   27.642311   -13.979398    34.208714    -1.8731658  -73.21633
   23.243872    40.484566   -80.24578     -9.870381   -30.607613
    2.6036754   -7.9531374  -55.233448   -62.315342   -39.533333
   37.306995   -18.131235    29.285557     1.0794218   53.035583
    0.48626003 -70.72444     25.99576    -70.03424     26.826435
  -49.38203    -78.67271     19.996386   -48.509018   -12.043173
  -74.93689    -16.664463   -76.80049    -74.6833     -77.04256
  -29.751675   -59.3613     -67.86698    -72.29102     -2.9421144
  -38.190987   -71.653046     7.9379296   -9.758013   -42.9775
  -12.943781    -6.5515513   -1.1207241  -62.74804    -83.34741
  -12.109419   -78.3194     -31.746191   -74.29433   ]]",[[0.00118422]]
566,"[[-21.23861     23.705793   -13.416054   -73.870926   -41.7512
  -70.38718    -47.755535   -64.281044    15.351858   -67.86695
   23.49254    -13.852516    29.598091    -2.3074045  -68.34688
   19.472275    41.30783    -74.9071      -9.905502   -29.275276
    1.5612432   -7.595332   -50.92514    -58.377617   -36.968468
   33.10326    -16.654411    24.823523     0.33292732  53.57731
   -1.1861304  -66.299515    23.059649   -65.63531     23.024237
  -46.843723   -73.57322     15.496006   -45.22314    -11.451795
  -70.20896    -11.399417   -72.00657    -69.397095   -72.175575
  -28.179312   -55.417305   -63.03951    -67.69592     -3.473557
  -35.603104   -67.044586     6.844881   -11.039473   -40.32712
  -13.013936    -6.29881     -1.0561036  -58.594643   -78.12779
  -11.42561    -73.548645   -30.134724   -69.34196   ]]",[[0.12731041]]
567,"[[-21.349218   23.993168  -13.50426   -74.33249   -41.996807  -70.82334
  -48.040527  -64.64497    15.530624  -68.28628    23.751265  -13.895677
   29.899267   -2.2864351 -68.77842    19.702654   41.414467  -75.38434
   -9.931953  -29.42479     1.6185648  -7.6302085 -51.27797   -58.73706
  -37.1948     33.39924   -16.768133   25.100391    0.3748859  53.739017
   -1.1169666 -66.70562    23.269966  -66.040146   23.267551  -47.102142
  -74.03702    15.74416   -45.5063    -11.508265  -70.642555  -11.6609955
  -72.448654  -69.84985   -72.62293   -28.332788  -55.76514   -63.463223
  -68.11157    -3.450694  -35.831097  -67.46183     6.9213157 -11.017557
  -40.56841   -13.049352   -6.3276534  -1.0604725 -58.973373  -78.60941
  -11.489529  -73.99592   -30.297913  -69.77986  ]]",[[0.10549409]]
568,"[[-22.702982    27.763357   -14.667689   -79.73921    -44.887516
  -75.96973    -51.30973    -68.9371      17.786335   -73.13113
   27.083408   -14.370743    33.716946    -2.0837054  -73.873856
   22.679834    42.048767   -80.99008    -10.167774   -31.115128
    2.352768    -8.076213   -55.557247   -62.960693   -39.922382
   37.087852   -18.204872    28.678179     0.8728528   54.905537
   -0.10165425 -71.43908     25.914398   -70.76019     26.373575
  -50.09696    -79.4201      18.990326   -48.934658   -12.250113
  -75.70513    -15.467058   -77.631134   -75.24191    -77.845795
  -30.161043   -59.90567    -68.33272    -73.02775     -3.2007558
  -38.54234    -72.36612      7.887143   -10.475441   -43.42895
  -13.344761    -6.626599    -1.1331984  -63.293606   -84.24577
  -12.216788   -79.19329    -32.193558   -74.96538   ]]",[[0.00540468]]
569,"[[-22.08379     20.86258    -13.587532   -75.068954   -42.824356
  -71.61295    -48.83387    -66.21121     13.643471   -69.02271
   21.236921   -15.025157    27.382313    -3.1541357  -69.33174
   17.283       45.482773   -75.9281     -10.846329   -30.512068
    0.55211484  -8.028534   -51.030846   -59.459877   -37.672108
   31.635191   -16.691275    22.404657    -0.545319    58.48133
   -3.0261047  -67.50204     22.070616   -66.836       21.079557
  -48.358738   -74.645485    12.05219    -45.95221    -12.015911
  -71.45144     -7.2667193  -73.40074    -70.05274    -73.43785
  -29.149694   -56.25901    -63.25988    -68.94395     -4.4484086
  -36.110195   -68.16853      6.286071   -13.292347   -41.16623
  -14.221781    -6.550894    -1.1020046  -59.18659    -79.54861
  -11.6983385  -75.04598    -31.194513   -70.35295   ]]",[[0.93824697]]
570,"[[-20.049885    26.212036   -13.002496   -70.49181    -39.56238
  -67.17573    -45.143475   -60.788834    16.715487   -64.704414
   25.217499   -12.476685    31.036871    -1.6806251  -65.45042
   21.302559    35.357765   -71.645256    -8.870623   -27.314856
    2.3627248   -7.217219   -49.445137   -55.650024   -35.34426
   33.470337   -16.258814    26.751133     0.95355946  46.44216
    0.9338085  -63.184273    22.970394   -62.537052    24.402359
  -43.971523   -70.246666    18.842512   -43.428024   -10.717082
  -66.920586   -15.494334   -68.51565    -66.8905     -68.77034
  -26.576706   -53.189846   -60.685432   -64.61027     -2.6112123
  -34.07927    -63.999783     6.7592726   -8.635332   -38.43784
  -11.598354    -6.042316    -1.0471821  -56.065952   -74.3145
  -11.002871   -69.87168    -28.372955   -66.41579   ]]",[[0.00069929]]
571,"[[-3.7843804  -0.5817385  -1.1196371  -6.6507845  -4.594323   -6.8834276
  -4.292174   -8.27194    -0.49006194 -6.6966476  -0.4305143  -4.201432
  -0.84471285 -2.5656216  -6.278661   -0.5407476   7.2686663  -6.2874184
  -4.0802326  -4.7522645  -2.7551506  -2.3912296  -3.110558   -5.951011
  -4.287154   -2.1514115  -1.3468435  -0.48191163 -2.5925314   8.783358
  -0.81272525 -6.7031274  -4.2061825  -6.6207485  -0.43775266 -5.1531053
  -6.4850235  -0.5618285  -5.120269   -1.8228954  -6.775855    6.366336
  -6.9298334  -6.4823966  -6.765256   -4.1635265  -6.4746156  -4.124037
  -7.176612   -2.8068686  -3.057862   -6.596343   -4.2156024  -6.429616
  -4.667903   -4.5731297  -2.9721806  -0.4078683  -4.5756674  -6.531632
  -3.2164128  -7.102674   -4.6993814  -6.599252  ]]",[[0.9819703]]
572,"[[-3.9806254  -1.391289   -1.1836555  -7.2057242  -4.9723334  -7.392204
  -4.781842   -8.830749   -0.9347653  -7.213966   -1.010403   -4.440684
  -1.3639326  -2.694334   -6.7291036  -1.1386074   8.65778    -6.8041763
  -4.2394905  -5.115206   -2.9322758  -2.443298   -3.301642   -6.3819113
  -4.5325303  -2.3136294  -1.3969892  -1.1187987  -2.7207203  10.431582
  -1.4106766  -7.212348   -4.157662   -7.1160755  -0.92046404 -5.716944
  -7.02443    -1.563515   -5.375179   -1.9670199  -7.3069654   7.425639
  -7.5080013  -6.8285947  -7.3199506  -4.4339676  -6.760338   -4.4567246
  -7.658675   -2.9945655  -3.2840042  -7.0690713  -4.118952   -6.9060016
  -4.9759583  -4.816356   -2.9543476  -0.40319088 -4.9686975  -7.17731
  -3.2277021  -7.7264004  -5.0082755  -7.048975  ]]",[[0.99131536]]
573,"[[-4.3933973  -2.282044   -1.3124816  -8.15087    -5.6256714  -8.304538
  -5.525226   -9.923166   -1.4323388  -8.104854   -1.6672097  -4.9148383
  -1.9549143  -2.9684966  -7.5488515  -1.8062351  10.519134   -7.6973524
  -4.6042747  -5.743587   -3.2476132  -2.6245487  -3.691326   -7.163177
  -5.0162797  -2.5820026  -1.5190743  -1.832231   -2.990399   12.640568
  -2.1065867  -8.106142   -4.2931404  -7.9974365  -1.4637647  -6.5888267
  -7.9349117  -2.7016368  -5.90866    -2.2216482  -8.234944    8.870663
  -8.504011   -7.5381923  -8.27658    -4.945439   -7.42053    -5.016749
  -8.551917   -3.3254647  -3.7057557  -7.926761   -4.2127295  -7.7650585
  -5.5342474  -5.316555   -3.072135   -0.41577074 -5.622445   -8.226556
  -3.3837087  -8.778086   -5.5676622  -7.874013  ]]",[[0.9967692]]
574,"[[-4.0835004  -1.6205664  -1.2131659  -7.459668   -5.141268   -7.631523
  -4.991097   -9.105452   -1.0523574  -7.4529705  -1.1760049  -4.556436
  -1.5071468  -2.7569842  -6.9460526  -1.3113377   9.158394   -7.0473757
  -4.333886   -5.2776184  -3.009168   -2.4876978  -3.4035728  -6.588071
  -4.659509   -2.3817885  -1.427361   -1.2961962  -2.782802   11.017642
  -1.5922625  -7.4516425  -4.1769114  -7.348868   -1.0557022  -5.953162
  -7.273012   -1.8475863  -5.508952   -2.027355   -7.550966    7.804686
  -7.771025   -7.018169   -7.5749764  -4.563313   -6.9296026  -4.6210127
  -7.893301   -3.0738032  -3.3999398  -7.2963514  -4.127969   -7.130732
  -5.125117   -4.9392896  -2.985729   -0.40321124 -5.15322    -7.4565144
  -3.271883   -8.003407   -5.155109   -7.268958  ]]",[[0.99332035]]
575,"[[-10.078992   -17.084347    -3.148822   -21.720818   -15.086041
  -21.291716   -16.440327   -25.056246    -9.824253   -20.89074
  -12.5309725  -11.618942   -11.779021    -6.788357   -19.141981
  -12.825354    39.10876    -20.461288    -9.579764   -14.745164
   -7.7996407   -4.8405347   -8.907237   -18.263266   -11.743595
   -6.476258    -3.2169638  -13.678806    -6.834531    46.688713
  -13.42861    -20.85671     -5.444583   -20.54476    -10.4652405
  -19.382326   -21.004057   -21.437553   -13.364503    -5.9659986
  -21.567726    30.966455   -22.725077   -17.294527   -21.970314
  -12.203351   -16.14583    -12.995172   -21.135633    -8.197503
   -9.605508   -20.061361    -4.5430603  -19.850695   -13.570477
  -12.221018    -4.147277    -0.54895324 -14.983733   -23.571873
   -5.0001264  -23.921614   -13.623619   -19.584293  ]]",[[1.]]
576,"[[ -9.808233  -16.485443   -3.0519226 -21.241577  -14.686526  -20.781769
  -16.101706  -24.547838   -9.3674555 -20.412098  -12.091416  -11.275967
  -11.314522   -6.5718603 -18.715843  -12.386171   38.13486   -20.014069
   -9.332704  -14.409118   -7.5504975  -4.756547   -8.825234  -17.831383
  -11.452892   -6.2458615  -3.1033456 -13.176316   -6.583741   45.497387
  -12.990008  -20.36585    -5.2981377 -20.062378  -10.094331  -18.972942
  -20.543589  -20.668985  -13.012938   -5.769625  -21.059479   30.167011
  -22.212404  -16.95148   -21.479628  -11.869241  -15.861436  -12.77473
  -20.673914   -7.920769   -9.387564  -19.617996   -4.471634  -19.437462
  -13.234234  -11.9015465  -4.1063204  -0.537728  -14.719663  -23.016392
   -4.933357  -23.366756  -13.284247  -19.13359  ]]",[[1.]]
577,"[[ -9.57308   -16.267262   -2.9683304 -20.743414  -14.341476  -20.284966
  -15.765185  -23.93064    -9.230234  -19.936943  -11.907982  -10.99952
  -11.170755   -6.418682  -18.265175  -12.226028   37.43378   -19.546293
   -9.101921  -14.084758   -7.3983245  -4.624372   -8.5886755 -17.399155
  -11.176867   -6.139718   -3.0261075 -13.003896   -6.42276    44.650906
  -12.793584  -19.89744    -5.148729  -19.580746   -9.949932  -18.564327
  -20.070704  -20.34545   -12.674889   -5.6241775 -20.558084   29.631838
  -21.699587  -16.53103   -20.967096  -11.5816765 -15.435157  -12.478984
  -20.178337   -7.7576647  -9.163234  -19.146137   -4.3215756 -18.989569
  -12.926702  -11.614467   -3.9909828  -0.5224112 -14.384084  -22.481422
   -4.7952724 -22.827715  -12.968272  -18.6658   ]]",[[1.]]
578,"[[ -9.119615   -14.917955    -2.8276594  -19.567425   -13.5461
  -19.186333   -14.779147   -22.667381    -8.499572   -18.837036
  -10.924865   -10.464895   -10.303856    -6.1319103  -17.278769
  -11.225501    34.863472   -18.441143    -8.711971   -13.325762
   -7.0472207   -4.45724     -8.1153     -16.463224   -10.626643
   -5.8404336   -2.8980827  -11.942362    -6.149198    41.601566
  -11.766962   -18.805712    -5.1437197  -18.515295    -9.133145
  -17.42143    -18.937939   -18.65299    -12.082569    -5.323996
  -19.419298    27.676115   -20.475311   -15.722235   -19.795061
  -10.992954   -14.717105   -11.762065   -19.113472    -7.3717484
   -8.668853   -18.113466    -4.383368   -17.962362   -12.251239
  -11.063048    -3.9264154   -0.51779616 -13.551196   -21.145895
   -4.6843295  -21.52414    -12.290905   -17.678913  ]]",[[1.]]
579,"[[-10.772004  -18.565264   -3.3618927 -23.360636  -16.20477   -22.854256
  -17.754519  -26.898052  -10.62445   -22.435415  -13.632063  -12.414847
  -12.736085   -7.230236  -20.55442   -13.935519   42.27896   -22.012468
  -10.204585  -15.815854   -8.312176   -5.151263   -9.589747  -19.597816
  -12.566066   -6.890808   -3.416049  -14.853032   -7.262675   50.444725
  -14.59191   -22.39134    -5.638324  -22.060175  -11.372919  -20.90168
  -22.583538  -23.315279  -14.278932   -6.391279  -23.16849    33.406033
  -24.430882  -18.521238  -23.61347   -13.068209  -17.281233  -13.985487
  -22.680471   -8.746876  -10.326466  -21.539154   -4.672936  -21.328503
  -14.540739  -13.056965   -4.3598986  -0.5739621 -16.129517  -25.387201
   -5.2716923 -25.724033  -14.592716  -21.008944 ]]",[[1.]]
580,"[[-10.1748    -16.972458   -3.1965315 -21.831291  -15.197047  -21.438211
  -16.453014  -25.312965   -9.814974  -20.99273   -12.488549  -11.724796
  -11.716703   -6.857422  -19.278156  -12.752548   39.052345  -20.586227
   -9.64795   -14.810915   -7.844576   -4.8840165  -8.973131  -18.396933
  -11.824901   -6.4750547  -3.2490256 -13.6153555  -6.93088    46.634987
  -13.384466  -20.963287   -5.5176225 -20.674126  -10.417061  -19.432209
  -21.096786  -21.392878  -13.516957   -6.0372825 -21.711966   30.890451
  -22.853968  -17.424137  -22.108068  -12.305935  -16.307745  -13.032531
  -21.284668   -8.262      -9.698148  -20.200233   -4.632092  -19.94836
  -13.658353  -12.320222   -4.176898   -0.5660764 -15.03032   -23.724743
   -5.0271864 -24.043882  -13.694095  -19.729696 ]]",[[1.]]
581,"[[-10.078992   -17.084347    -3.148822   -21.720818   -15.086041
  -21.291716   -16.440327   -25.056246    -9.824253   -20.89074
  -12.5309725  -11.618942   -11.779021    -6.788357   -19.141981
  -12.825354    39.10876    -20.461288    -9.579764   -14.745164
   -7.7996407   -4.8405347   -8.907237   -18.263266   -11.743595
   -6.476258    -3.2169638  -13.678806    -6.834531    46.688713
  -13.42861    -20.85671     -5.444583   -20.54476    -10.4652405
  -19.382326   -21.004057   -21.437553   -13.364503    -5.9659986
  -21.567726    30.966455   -22.725077   -17.294527   -21.970314
  -12.203351   -16.14583    -12.995172   -21.135633    -8.197503
   -9.605508   -20.061361    -4.5430603  -19.850695   -13.570477
  -12.221018    -4.147277    -0.54895324 -14.983733   -23.571873
   -5.0001264  -23.921614   -13.623619   -19.584293  ]]",[[1.]]
582,"[[ -7.885844   -12.512141    -2.5103276  -17.15066    -11.799188
  -16.820305   -12.85266    -19.689041    -7.156288   -16.493757
   -9.077312    -8.98965     -8.541004    -5.220614   -15.17649
   -9.395827    29.852692   -16.21121     -7.4358945  -11.502865
   -5.994165    -3.7694345   -7.222732   -14.413865    -9.301525
   -4.6844497   -2.5985978   -9.971108    -5.2505064   35.685993
  -10.00865    -16.46163     -4.156828   -16.198782    -7.560796
  -15.099912   -16.618698   -15.743413   -10.605252    -4.609783
  -17.010983    23.319448   -17.913597   -13.84485    -17.34339
   -9.540184   -12.860735   -10.486326   -16.71905     -6.3346496
   -7.627497   -15.872849    -3.629733   -15.1861105  -10.717374
   -9.460836    -3.3341246   -0.46196988 -11.9437     -18.570066
   -4.0174193  -18.811241   -10.62513    -15.527291  ]]",[[0.9999999]]
583,"[[ -9.333104   -14.97237     -2.9649086  -20.14936    -13.948676
  -19.791637   -15.097565   -23.33222     -8.6109295  -19.35733
  -10.9590845  -10.684824   -10.262697    -6.2308364  -17.83161
  -11.25037     35.321194   -19.040062    -8.798674   -13.563305
   -7.091452    -4.4714727   -8.453767   -16.975801   -10.922272
   -5.644985    -3.0309155  -11.982151    -6.2595677   42.203465
  -11.936944   -19.336727    -4.940194   -19.058989    -9.131494
  -17.804043   -19.485044   -18.953863   -12.485349    -5.49132
  -20.019537    27.690935   -21.079508   -16.201164   -20.399933
  -11.281328   -15.138282   -12.177912   -19.665646    -7.5032845
   -8.973426   -18.664783    -4.2693505  -18.085598   -12.596453
  -11.222935    -3.8869402   -0.53743434 -13.9494915  -21.87694
   -4.682849   -22.145552   -12.539216   -18.239246  ]]",[[1.]]
584,"[[-10.304862  -17.925783   -3.2210336 -22.344498  -15.511996  -21.867893
  -16.982473  -25.755793  -10.255306  -21.465193  -13.133723  -11.886707
  -12.318346   -6.940524  -19.662292  -13.453521   40.626675  -21.0505
   -9.759458  -15.164738   -8.000014   -4.9130044  -9.147954  -18.752535
  -12.02295    -6.6598935  -3.2682457 -14.349001   -6.9811864  48.470734
  -14.061735  -21.432041   -5.425923  -21.102022  -10.975007  -20.016695
  -21.607698  -22.475813  -13.6586685  -6.12259   -22.166603   32.137764
  -23.38338   -17.718952  -22.597708  -12.507249  -16.508804  -13.377976
  -21.696646   -8.409023   -9.877813  -20.604599   -4.4796824 -20.417404
  -13.916178  -12.504403   -4.149386   -0.5494164 -15.439884  -24.29355
   -5.0258904 -24.619873  -13.969869  -20.094463 ]]",[[1.]]
585,"[[-10.78871   -18.921255   -3.3658717 -23.616476  -16.313501  -23.039833
  -18.016544  -27.247053  -10.694767  -22.633911  -13.903195  -12.412115
  -12.904742   -7.210361  -20.748762  -14.206671   43.035774  -22.250076
  -10.187813  -15.97122    -8.292505   -5.1629953  -9.821718  -19.764444
  -12.611022   -6.8666034  -3.3792162 -15.126062   -7.198539   51.320423
  -14.879066  -22.582714   -5.4771414 -22.239616  -11.583778  -21.216848
  -22.822886  -23.772465  -14.297528   -6.3951383 -23.384676   33.91763
  -24.695793  -18.682966  -23.873402  -13.106199  -17.435911  -14.200773
  -22.88593    -8.71848   -10.42565   -21.745642   -4.544519  -21.568335
  -14.624085  -13.0871525  -4.323738   -0.5627665 -16.383076  -25.690245
   -5.2292466 -26.00207   -14.679439  -21.180996 ]]",[[1.]]
586,"[[ -9.320907   -15.40634     -2.903571   -19.97253    -13.86959
  -19.607367   -15.0629015  -23.198217    -8.83104    -19.220976
  -11.296518   -10.715537   -10.654745    -6.2845073  -17.64631
  -11.589468    35.714664   -18.82879     -8.868794   -13.60067
   -7.213903    -4.5139446   -8.256243   -16.82671    -10.840969
   -5.9781814   -2.9671545  -12.355981    -6.3231177   42.634045
  -12.144009   -19.19851     -5.189107   -18.911491    -9.441735
  -17.790491   -19.319464   -19.332966   -12.351095    -5.4737005
  -19.846298    28.326067   -20.917837   -16.01261    -20.22088
  -11.243042   -14.983214   -11.970754   -19.502169    -7.5627794
   -8.865241   -18.494864    -4.3898554  -18.325853   -12.512926
  -11.29733     -3.9287164   -0.52355725 -13.80513    -21.642845
   -4.7035756  -21.991655   -12.543282   -18.05334   ]]",[[1.]]
587,"[[ -7.924475   -12.863917    -2.4782963  -16.999622   -11.764954
  -16.693314   -12.787101   -19.630112    -7.372694   -16.382858
   -9.368681    -9.091127    -8.8868265   -5.3261147  -15.029786
   -9.668483    30.118786   -16.032064    -7.5500536  -11.552859
   -6.1392975   -3.8291328   -7.025451   -14.317635    -9.256598
   -5.0222507   -2.5584593  -10.284483    -5.373169    35.97153
  -10.155939   -16.362244    -4.4578333  -16.09189     -7.83499
  -15.081712   -16.470263   -16.061537   -10.535408    -4.629113
  -16.88625     23.851837   -17.784706   -13.689819   -17.205395
   -9.556856   -12.771196   -10.267854   -16.610962    -6.446428
   -7.5336514  -15.747758    -3.8110392  -15.440453   -10.674761
   -9.590807    -3.3998253   -0.46445465 -11.784309   -18.38625
   -4.0687904  -18.688377   -10.65957    -15.382329  ]]",[[0.9999999]]
588,"[[-4.223982   -2.2105997  -1.2600019  -7.850339   -5.408991   -7.990633
  -5.333882   -9.503667   -1.3827758  -7.816062   -1.5993813  -4.73124
  -1.8883874  -2.8532634  -7.263029   -1.7458563  10.147612   -7.40702
  -4.446014   -5.535588   -3.1394491  -2.525215   -3.5344622  -6.8919363
  -4.833895   -2.5011399  -1.463989   -1.7637815  -2.8775938  12.194698
  -2.026038   -7.8125215  -4.1473436  -7.698632   -1.4073663  -6.3515763
  -7.650129   -2.5786645  -5.689291   -2.1346748  -7.926294    8.565255
  -8.180053   -7.259911   -7.963731   -4.758939   -7.1282744  -4.8462443
  -8.233008   -3.2137718  -3.557264   -7.627258   -4.0617113  -7.46636
  -5.3415413  -5.115024   -2.970314   -0.40122136 -5.4227457  -7.9117894
  -3.2729237  -8.444179   -5.3712296  -7.583172  ]]",[[0.99605113]]
589,"[[ -4.653052   -3.427996   -1.3938345  -8.914362   -6.14269    -8.999365
   -6.2072744 -10.677605   -2.0618591  -8.812353   -2.4867613  -5.2363243
   -2.686074   -3.13383    -8.163236   -2.6518455  12.462775   -8.405385
   -4.8126473  -6.236881   -3.4833922  -2.6890657  -3.94946    -7.7511787
   -5.3493032  -2.8031847  -1.5890725  -2.7333632  -3.1556797  14.943657
   -2.9558897  -8.806705   -4.203475   -8.673183   -2.1434977  -7.371903
   -8.674294   -4.116191   -6.243809   -2.4149296  -8.96041    10.34887
   -9.29324    -8.005747   -9.036432   -5.3116593  -7.7972617  -5.480288
   -9.207161   -3.5800366  -4.0162225  -8.569928   -4.052396   -8.410974
   -5.9509006  -5.6391153  -3.0362446  -0.4072814  -6.1608257  -9.11592
   -3.3859973  -9.634717   -5.9817543  -8.484987 ]]",[[0.9988489]]
590,"[[-22.386791    34.567905   -15.132848   -81.37096    -45.159405
  -77.403854   -51.712482   -68.85965     21.842098   -74.5551
   32.63516    -13.026957    39.481888    -0.77466464 -75.70705
   27.950583    36.046814   -82.96715     -9.067566   -30.42195
    4.2353044   -7.865498   -58.097427   -64.03463    -40.6471
   41.518066   -19.081131    34.666454     2.3811958   48.142056
    3.4361954  -72.720474    28.685926   -71.992874    31.284044
  -49.69535    -81.250595    26.492783   -50.12141    -11.86961
  -77.08975    -23.94229    -78.79625    -77.79887    -79.23271
  -29.94946    -61.370956   -71.0841     -74.3246      -1.6532217
  -39.49307    -73.80872      8.994202    -6.9670615  -44.03449
  -11.882214    -6.5930066   -1.1265872  -65.14434    -85.583244
  -12.435509   -80.23107    -31.921942   -76.80883   ]]",[[3.645356e-07]]
