,encoding,probabilities
192,"[[ -9.064778  -13.24947    -3.139307  -20.804888  -14.026456  -20.334692
  -15.409711  -23.214478   -7.55575   -19.815369   -9.407739  -10.032593
   -8.518132   -5.6302676 -18.444458   -9.885334   33.892788  -19.859972
   -8.117734  -13.23282    -6.31542    -4.1122622  -9.374521  -17.353756
  -11.094739   -3.878757   -3.2773077 -10.367762   -5.55656    40.630283
  -11.21754   -19.745195   -3.2317452 -19.463404   -7.7006316 -17.819052
  -20.190166  -17.300842  -12.7202635  -5.346169  -20.520273   24.837978
  -21.612242  -16.896029  -20.987474  -11.117979  -15.423815  -13.263538
  -20.07822    -6.890173   -9.357638  -19.184057   -3.2006924 -16.524328
  -12.730291  -10.415325   -3.4914777  -0.5156384 -14.694292  -22.670994
   -4.3978763 -22.63981   -12.264137  -18.838503 ]]",[[1.]]
193,"[[ -9.229825  -12.097122   -3.3600006 -21.888248  -14.539024  -21.34389
  -16.024017  -23.975163   -6.853642  -20.76955    -8.413719   -9.96622
   -7.3795223  -5.4387355 -19.479542   -8.975165   33.60013   -21.022146
   -8.015686  -13.440862   -6.0018106  -4.1114554 -10.3345175 -18.173534
  -11.6010895  -2.8220093  -3.561551   -9.301586   -5.3063297  40.404533
  -10.811176  -20.66131    -2.4259179 -20.38732    -6.778005  -18.310583
  -21.295156  -16.243452  -13.377114   -5.4142156 -21.519407   23.486242
  -22.619566  -18.003847  -22.03543   -11.386361  -16.229889  -14.396727
  -21.018188   -6.6750364  -9.930259  -20.16029    -2.8392692 -16.10709
  -13.2458315 -10.2951565  -3.473714   -0.5218118 -15.641017  -23.81877
   -4.4760337 -23.645868  -12.5176    -19.882626 ]]",[[1.]]
194,"[[-12.226868    2.2896204  -6.4464116 -37.27847   -22.164585  -35.852177
  -24.959494  -35.135628    1.9173906 -34.55125     4.080069  -10.089884
    6.774264   -3.6313412 -34.07123     2.3487942  31.670805  -37.267128
   -7.6744194 -17.197552   -2.5691905  -4.703707  -23.210228  -29.98671
  -19.025051   10.138527   -7.6133933   4.0891953  -2.6526065  39.52097
   -5.869281  -33.916267    6.858961  -33.625618    4.805059  -25.838657
  -36.904854   -2.874955  -22.820372   -6.8096914 -35.83834     7.8768454
  -37.083076  -33.65699   -36.868782  -15.804641  -27.974268  -29.653883
  -34.71345    -4.656175  -17.68541   -34.0627      0.8745489 -12.199206
  -21.004084   -9.907427   -4.005256   -0.6750097 -28.729279  -39.93493
   -6.33751   -38.114582  -16.962996  -34.633648 ]]",[[0.99999714]]
195,"[[-14.788246   11.46899    -8.799293  -49.15034   -28.259441  -47.018818
  -32.12977   -43.963512    7.548621  -45.266438   12.200622  -10.644116
   16.078358   -2.6529777 -45.2608      9.624542   32.295696  -49.655468
   -7.817769  -20.563417   -0.4851468  -5.3932104 -32.72304   -39.132328
  -24.804358   19.029364  -10.707174   12.792766   -1.0632946  41.222195
   -3.1260648 -44.269962   13.290264  -43.921604   12.350934  -32.120678
  -48.895393    5.442742  -30.126106   -8.093997  -46.914494   -1.604274
  -48.30656   -45.536232  -48.30839   -19.473827  -36.893684  -40.96555
  -45.322292   -3.6115377 -23.599463  -44.757507    3.4312665 -10.279822
  -27.091524  -10.139958   -4.5396423  -0.7777472 -38.611687  -52.298088
   -7.8376503 -49.413044  -20.772432  -45.97284  ]]",[[0.9928571]]
196,"[[-15.576899    21.854105   -10.120369   -54.94038    -30.743282
  -52.420574   -34.950912   -47.267345    13.796303   -50.504925
   20.781633    -9.685863    25.192894    -1.1812965  -51.089016
   17.689732    26.173216   -55.91558     -7.0111475  -21.162619
    1.9610046   -5.6306067  -38.633972   -43.461918   -27.65492
   26.359114   -12.705322    22.051281     0.8289087   34.64186
    1.6637586  -49.264248    17.717098   -48.82415     20.020857
  -33.905968   -54.880867    16.381847   -34.021492    -8.22881
  -52.21983    -13.369167   -53.40086    -52.399387   -53.67425
  -20.674751   -41.729847   -47.5908     -50.44646     -1.8357544
  -26.62821    -49.998158     4.9148583   -6.4356756  -29.962597
   -9.023644    -4.9571104   -0.82744104 -43.85051    -57.846706
   -8.8294935  -54.380512   -22.039362   -51.88354   ]]",[[0.00039404]]
197,"[[-13.007177     3.8685417   -7.072347   -40.65388    -23.958961
  -39.02714    -27.123781   -37.871353     2.9489875  -37.601032
    5.5602403  -10.406906     8.659369    -3.4822915  -37.1853
    3.6326988   33.02466    -40.751434    -7.808482   -18.309633
   -2.1538334   -4.887932   -25.773767   -32.596916   -20.613438
   12.229047    -8.381171     5.6920743   -2.3261888   41.344646
   -5.711108   -36.847637     8.593128   -36.542217     6.261996
  -27.878675   -40.30187     -1.7467445  -24.78526     -7.234137
  -39.00214      6.3943596  -40.336758   -36.84116    -40.17509
  -16.897364   -30.430044   -32.72812    -37.734497    -4.517019
  -19.333803   -37.085167     1.6536975  -12.162652   -22.739357
  -10.142514    -4.089193    -0.70584553 -31.514791   -43.577038
   -6.6767235  -41.420994   -18.120398   -37.769012  ]]",[[0.99999523]]
198,"[[-15.887879    10.62866     -9.301672   -52.25141    -30.205978
  -50.022915   -34.305454   -47.18266      7.1181674  -48.110874
   11.69975    -11.686559    15.845882    -3.1190221  -48.027493
    9.0224      36.071663   -52.71784     -8.575857   -22.163637
   -0.9114013   -5.790205   -34.488422   -41.647633   -26.360548
   19.388786   -11.221521    12.232616    -1.4540052   45.848427
   -4.240991   -47.06335     13.68409    -46.727367    12.03986
  -34.486465   -51.92125      3.9037185  -31.946556    -8.74388
  -49.91281      0.30454195 -51.47949    -48.12862    -51.422554
  -20.871305   -39.161934   -43.221966   -48.227055    -4.175989
  -25.069952   -47.591618     3.486257   -11.851526   -28.830276
  -11.165961    -4.801196    -0.8419267  -40.933876   -55.733864
   -8.271106   -52.688198   -22.25974    -48.769188  ]]",[[0.9994974]]
199,"[[-16.292503    18.527071   -10.326321   -56.654816   -31.999475
  -54.07089    -36.50829    -49.420307    11.885469   -52.03824
   18.289982   -10.676105    22.939297    -1.7863005  -52.417202
   15.1861725   31.379      -57.53015     -7.6492057  -22.441057
    1.1960456   -5.781276   -39.08426    -44.874287   -28.431389
   25.365057   -12.750752    19.33821      0.22109573  40.79646
   -0.6981251  -50.790962    17.73719    -50.38415     17.973536
  -35.82409    -56.503014    12.108098   -34.77215     -8.791295
  -53.899414    -9.140708   -55.318428   -53.27571    -55.50476
  -21.62207    -42.638348   -48.402626   -52.00374     -2.6133406
  -27.379765   -51.521847     5.1777143   -8.430967   -30.91603
   -9.972473    -4.852127    -0.8394925  -44.98497    -60.03882
   -8.777705   -56.44431    -23.038364   -53.21408   ]]",[[0.137047]]
200,"[[-17.439098   23.40423   -11.348565  -61.832767  -34.632362  -58.953506
  -39.514374  -53.25143    14.862054  -56.76008    22.4881    -10.890741
   27.556246   -1.3105547 -57.363686   19.027718   30.771294  -62.933197
   -7.777135  -23.864485    2.1725183  -6.173301  -43.3514    -48.875805
  -31.00932    29.429554  -14.167304   23.847857    0.9587959  40.51319
    1.0778947 -55.346092   20.284426  -54.91346    21.809175  -38.367374
  -61.745903   16.863014  -38.07756    -9.29577   -58.75261   -13.969936
  -60.170002  -58.668728  -60.460682  -23.21945   -46.708702  -53.432144
  -56.68444    -2.0702875 -29.975546  -56.218987    5.9730167  -7.4838514
  -33.613148  -10.107533   -5.2978497  -0.8963347 -49.33225   -65.28362
   -9.628433  -61.302795  -24.73856   -58.24218  ]]",[[0.00107201]]
201,"[[-12.847958     3.8176792   -6.9571614  -39.991222   -23.616184
  -38.39937    -26.659332   -37.265423     2.8818731  -37.009132
    5.4786453  -10.312916     8.442547    -3.4859037  -36.600258
    3.5831385   32.470158   -40.06052     -7.7852855  -18.07301
   -2.2132754   -4.8781204  -25.298937   -32.07887    -20.325003
   11.894621    -8.267348     5.5900483   -2.3878212   40.680294
   -5.5820174  -36.29697      8.208675   -35.98366      6.1350904
  -27.402706   -39.64502     -1.6289119  -24.462175    -7.1323943
  -38.385384     6.4394946  -39.67564    -36.286034   -39.50174
  -16.684586   -29.964119   -32.16768    -37.13633     -4.5098157
  -19.014206   -36.50357      1.4248562  -12.054985   -22.398851
  -10.067683    -4.1073427   -0.69581354 -30.967161   -42.787273
   -6.6397634  -40.743565   -17.899694   -37.200317  ]]",[[0.99999404]]
202,"[[ -7.5529275  -11.767753    -2.4810324  -16.780256   -11.45655
  -16.435562   -12.539386   -18.999872    -6.730772   -16.105814
   -8.445381    -8.529775    -7.8774023   -4.8943787  -14.863639
   -8.804715    28.61101    -15.9061575   -7.004175   -11.061902
   -5.600562    -3.5468602   -7.2392464  -14.056458    -9.041888
   -4.062467    -2.5984106   -9.303914    -4.904655    34.237297
   -9.570813   -16.071014    -3.5429149  -15.786862    -7.010665
  -14.660554   -16.281153   -14.924677   -10.331069    -4.4318905
  -16.604462    21.880861   -17.472755   -13.579349   -16.948277
   -9.200314   -12.497055   -10.449553   -16.29203     -5.989916
   -7.4753785  -15.493015    -3.1929708  -14.258108   -10.412418
   -8.934359    -3.094412    -0.43982288 -11.75629    -18.195171
   -3.79917    -18.349009   -10.214435   -15.199949  ]]",[[0.99999976]]
203,"[[-9.6496811e+00  2.6931388e+00 -5.0447569e+00 -2.8840879e+01
  -1.7163782e+01 -2.7770065e+01 -1.9187778e+01 -2.7186556e+01
   2.0157521e+00 -2.6858301e+01  3.8307652e+00 -7.9241371e+00
   5.7433524e+00 -2.9458084e+00 -2.6492752e+01  2.4832201e+00
   2.3532576e+01 -2.8767643e+01 -6.1960673e+00 -1.3396745e+01
  -2.1070952e+00 -3.9149623e+00 -1.8046028e+01 -2.3228512e+01
  -1.4880051e+01  7.8165059e+00 -6.0389667e+00  3.9086022e+00
  -2.1942635e+00  2.9431789e+01 -3.8657889e+00 -2.6388632e+01
   4.6494055e+00 -2.6073954e+01  4.2051234e+00 -1.9900114e+01
  -2.8550224e+01 -8.3861125e-01 -1.7905144e+01 -5.2818074e+00
  -2.7748522e+01  5.5416956e+00 -2.8616779e+01 -2.6355654e+01
  -2.8447716e+01 -1.2336270e+01 -2.1917782e+01 -2.2967049e+01
  -2.6978876e+01 -3.7350082e+00 -1.3651163e+01 -2.6398355e+01
   1.3902161e-02 -9.4774723e+00 -1.6412508e+01 -7.8590679e+00
  -3.4964595e+00 -5.6356561e-01 -2.2187889e+01 -3.0631760e+01
  -5.3106937e+00 -2.9381880e+01 -1.3332998e+01 -2.6971647e+01]]",[[0.99981624]]
204,"[[-15.937461    14.520914    -9.722476   -53.92659    -30.810677
  -51.555626   -35.050835   -47.75091      9.424199   -49.59299
   14.932931   -11.089133    19.263317    -2.4331365  -49.745758
   12.055973    33.255085   -54.59459     -8.057223   -22.069725
    0.1169769   -5.714467   -36.377922   -42.850853   -27.142845
   22.165194   -11.877934    15.703642    -0.61929667  42.736168
   -2.375203   -48.4753      15.507143   -48.10006     14.9191885
  -34.78329    -53.68751      8.053235   -33.055523    -8.690627
  -51.406578    -4.4965477  -52.880623   -50.193157   -52.9236
  -21.057253   -40.489372   -45.376724   -49.62715     -3.4028296
  -25.966084   -49.08573      4.262656    -9.96462    -29.599855
  -10.474594    -4.7961955   -0.83350843 -42.527542   -57.328194
   -8.457073   -54.02466    -22.433918   -50.51044   ]]",[[0.93662757]]
205,"[[-17.668661   23.322763  -11.500851  -62.764492  -35.16138   -59.82975
  -40.151     -54.090897   14.846339  -57.601448   22.504152  -11.083439
   27.690807   -1.343582  -58.200073   18.989109   31.689453  -63.883324
   -7.8889494 -24.249077    2.1627424  -6.2214055 -43.918114  -49.60673
  -31.444845   29.744888  -14.322686   23.837788    0.9416984  41.669003
    0.8104406 -56.166164   20.634855  -55.728207   21.871767  -39.02272
  -62.67844    16.577026  -38.57551    -9.440815  -59.634537  -13.743361
  -61.101765  -59.457752  -61.38425   -23.571793  -47.339996  -54.212307
  -57.5123     -2.135151  -30.420835  -57.047237    6.164101   -7.7050796
  -34.089256  -10.282171   -5.293422   -0.8982766 -50.082817  -66.327545
   -9.698402  -62.258556  -25.088957  -59.06921  ]]",[[0.00192812]]
206,"[[-11.014282   -19.40295     -3.4425852  -24.10239    -16.67355
  -23.523443   -18.388065   -27.732891   -11.020565   -23.108511
  -14.254138   -12.69678    -13.234681    -7.3675323  -21.16749
  -14.559569    43.944153   -22.702728   -10.405884   -16.2908
   -8.480814    -5.246989    -9.9476595  -20.172699   -12.874351
   -7.025574    -3.46614    -15.505822    -7.3811736   52.4123
  -15.2405205  -23.056833    -5.576487   -22.711271   -11.884406
  -21.643486   -23.291485   -24.375534   -14.617373    -6.5582237
  -23.875874    34.640392   -25.19497    -19.033806   -24.357906
  -13.398607   -17.74387    -14.460647   -23.342432    -8.934272
  -10.631552   -22.184002    -4.595949   -21.977741   -14.939262
  -13.364982    -4.382909    -0.57662517 -16.686424   -26.233124
   -5.3161993  -26.53805    -14.9930725  -21.618048  ]]",[[1.]]
207,"[[-11.118636  -19.424065   -3.4809544 -24.204157  -16.791044  -23.664938
  -18.41584   -27.875002  -11.108684  -23.227633  -14.260652  -12.826495
  -13.307241   -7.4629455 -21.2856    -14.573629   44.007896  -22.804277
  -10.51794   -16.380661   -8.583628   -5.296657   -9.942738  -20.296711
  -12.983028   -7.125223   -3.5205326 -15.537142   -7.5042977  52.49978
  -15.257582  -23.182772   -5.726857  -22.84024   -11.898342  -21.690231
  -23.388783  -24.41443   -14.75481    -6.6230373 -24.00004    34.73183
  -25.317266  -19.144157  -24.467436  -13.5177355 -17.854137  -14.49102
  -23.472174   -9.036247  -10.700511  -22.305094   -4.719057  -22.085754
  -15.03839   -13.486739   -4.434289   -0.5818894 -16.722145  -26.33837
   -5.3836803 -26.65995   -15.097688  -21.749907 ]]",[[1.]]
208,"[[-11.101348  -19.644335   -3.4742992 -24.318226  -16.818394  -23.7255
  -18.56896   -27.96436   -11.155937  -23.307749  -14.446472  -12.797879
  -13.392896   -7.4195733 -21.34832   -14.736165   44.403908  -22.904367
  -10.481191  -16.426298   -8.542407   -5.284277  -10.0286045 -20.342457
  -12.976132   -7.0823555  -3.4887197 -15.696432   -7.442634   52.9631
  -15.4257    -23.247574   -5.5888314 -22.90754   -12.028957  -21.847965
  -23.502508  -24.67196   -14.732378   -6.622669  -24.093035   34.995724
  -25.418028  -19.1823    -24.579128  -13.511083  -17.885574  -14.585162
  -23.53686    -8.997433  -10.729481  -22.373138   -4.5990725 -22.169512
  -15.054342  -13.475768   -4.393479   -0.5794358 -16.833622  -26.47387
   -5.3341823 -26.779772  -15.118579  -21.79873  ]]",[[1.]]
209,"[[-17.664383   23.672691  -11.535456  -62.899517  -35.2051    -59.947926
  -40.209282  -54.10811    15.054027  -57.723568   22.796621  -11.020695
   27.99288    -1.2756829 -58.34062    19.263357   31.422337  -64.03451
   -7.8351936 -24.231651    2.2608886  -6.2166295 -44.076782  -49.700478
  -31.507578   29.996483  -14.387557   24.151134    1.0182506  41.371376
    0.9807066 -56.282696   20.802347  -55.836933   22.130724  -39.03567
  -62.822174   16.964018  -38.66829    -9.430956  -59.75333   -14.181129
  -61.206543  -59.6394    -61.501205  -23.581009  -47.43908   -54.39562
  -57.619728   -2.0607712 -30.490005  -57.163597    6.2407465  -7.5190043
  -34.1526    -10.212527   -5.292249   -0.8958725 -50.214005  -66.44427
   -9.712817  -62.359528  -25.100132  -59.213955 ]]",[[0.00120296]]
210,"[[-15.587502    13.2272      -9.401146   -52.260323   -29.961025
  -49.997887   -34.047222   -46.5197       8.625708   -48.084198
   13.794442   -11.020224    17.950958    -2.5832424  -48.171406
   11.029653    33.164436   -52.86183     -8.038714   -21.598766
   -0.18369232  -5.6127324  -35.04471    -41.573772   -26.34078
   20.906681   -11.447697    14.476375    -0.84766144  42.497963
   -2.764914   -47.015347    14.610606   -46.665237    13.862113
  -33.904324   -52.004967     6.8614173  -32.037655    -8.519279
  -49.856987    -3.1793363  -51.31607    -48.522717   -51.32791
  -20.546074   -39.24382    -43.77624    -48.150303    -3.5578558
  -25.14524    -47.59168      3.9057257  -10.232983   -28.746515
  -10.443041    -4.720376    -0.8221002  -41.13313    -55.603756
   -8.246353   -52.447254   -21.902248   -48.922054  ]]",[[0.9782702]]
211,"[[-9.0083284e+00  3.2338514e+00 -4.7490697e+00 -2.7036858e+01
  -1.6029697e+01 -2.6034714e+01 -1.7900990e+01 -2.5353571e+01
   2.3001304e+00 -2.5195616e+01  4.1533222e+00 -7.3155684e+00
   5.9195137e+00 -2.6680577e+00 -2.4880899e+01  2.8722456e+00
   2.1287720e+01 -2.6995052e+01 -5.7463503e+00 -1.2455191e+01
  -1.8457100e+00 -3.6698725e+00 -1.7028990e+01 -2.1769802e+01
  -1.3971443e+01  7.6294317e+00 -5.7226262e+00  4.2683339e+00
  -1.9636093e+00  2.6706661e+01 -3.1895823e+00 -2.4743874e+01
   4.4345846e+00 -2.4440252e+01  4.4267817e+00 -1.8496614e+01
  -2.6792326e+01  7.9711840e-02 -1.6848980e+01 -4.8979106e+00
  -2.6010334e+01  4.3849559e+00 -2.6782141e+01 -2.4851795e+01
  -2.6649311e+01 -1.1515544e+01 -2.0616013e+01 -2.1667702e+01
  -2.5299294e+01 -3.3894391e+00 -1.2809214e+01 -2.4757017e+01
  -2.6642051e-02 -8.5665560e+00 -1.5395216e+01 -7.2585330e+00
  -3.3367312e+00 -5.3255165e-01 -2.0853071e+01 -2.8648010e+01
  -5.0480404e+00 -2.7479753e+01 -1.2449839e+01 -2.5338558e+01]]",[[0.99920624]]
212,"[[ -7.260128   -10.062648    -2.5031204  -16.529692   -11.126266
  -16.169361   -12.186014   -18.355145    -5.742452   -15.8313465
   -7.085996    -8.008866    -6.501709    -4.5104923  -14.709981
   -7.50204     26.462408   -15.752259    -6.576282   -10.555861
   -5.084299    -3.377331    -7.4663773  -13.797662    -8.896284
   -3.0966907   -2.67379     -7.838047    -4.476984    31.750349
   -8.564396   -15.769629    -2.8977048  -15.490739    -5.8236504
  -14.092757   -16.07669    -12.994288   -10.220432    -4.2212367
  -16.308666    19.472164   -17.117609   -13.599807   -16.647959
   -8.864164   -12.362539   -10.615068   -16.00312     -5.5249414
   -7.411949   -15.257473    -2.882241   -13.098901   -10.194523
   -8.357601    -2.9805446   -0.42963082 -11.70089    -17.864435
   -3.717283   -17.927435    -9.818065   -15.045615  ]]",[[0.9999993]]
213,"[[-13.136639     6.383481    -7.3641696  -41.96829    -24.51486
  -40.233437   -27.739838   -38.487675     4.4523168  -38.77951
    7.658178   -10.111963    10.8618      -3.0932386  -38.514755
    5.590335    31.425978   -42.172424    -7.5691333  -18.39388
   -1.5365392   -4.909019   -27.126347   -33.554947   -21.256506
   14.020722    -8.8588505    7.9412518   -1.8652312   39.644424
   -4.543385   -37.986633     9.695043   -37.648426     8.122202
  -28.215712   -41.6717       0.9382365  -25.685715    -7.2235084
  -40.1923       3.4766977  -41.46792    -38.427032   -41.360695
  -17.138367   -31.475302   -34.299458   -38.86458     -4.0570517
  -20.018314   -38.2673       2.0436442  -11.092976   -23.368822
   -9.802787    -4.1487527   -0.71129435 -32.724575   -44.79338
   -6.869051   -42.52257    -18.366707   -39.12948   ]]",[[0.9999162]]
214,"[[-17.12163     22.584534   -11.09317    -60.55609    -33.947906
  -57.742992   -38.729774   -52.262295    14.368179   -55.59987
   21.753538   -10.769232    26.708736    -1.3592037  -56.15921
   18.374163    30.534424   -61.619663    -7.703704   -23.452566
    2.0185583   -6.069777   -42.371803   -47.87862    -30.374657
   28.596563   -13.832712    23.058273     0.85199374  40.139393
    0.86678845 -54.216724    19.706764   -53.79435     21.125658
  -37.653297   -60.464264    16.138105   -37.278004    -9.129513
  -57.552635   -13.183847   -58.954247   -57.404625   -59.231106
  -22.783201   -45.749866   -52.27104    -55.52897     -2.1116965
  -29.34639    -55.068428     5.7584224   -7.574747   -32.935925
  -10.007702    -5.218695    -0.88442904 -48.300697   -63.951954
   -9.44817    -60.078312   -24.274893   -57.016003  ]]",[[0.0020638]]
215,"[[-15.690968    15.713158    -9.711562   -53.691578   -30.522308
  -51.285374   -34.77658    -47.29689     10.168812   -49.369747
   15.857828   -10.653545    20.20347     -2.1168623  -49.592552
   12.973223    31.7942     -54.41437     -7.7081075  -21.699488
    0.53032386  -5.620729   -36.57526    -42.60393    -26.988285
   22.857162   -11.93115     16.718592    -0.28513443  41.038795
   -1.6832923  -48.21553     15.976886   -47.832626    15.737191
  -34.36088    -53.49814      9.442753   -32.929688    -8.507486
  -51.14287     -6.1083803  -52.54595    -50.214706   -52.666622
  -20.76568    -40.36877    -45.48328    -49.358406    -2.9935212
  -25.890781   -48.847748     4.4848785   -9.17842    -29.400494
  -10.037008    -4.719335    -0.8106235  -42.48327    -56.985516
   -8.391843   -53.674244   -22.137955   -50.3523    ]]",[[0.7133034]]
216,"[[-17.859972   25.751356  -11.795305  -63.880013  -35.633564  -60.88104
  -40.661137  -54.65       16.268663  -58.617622   24.482168  -10.870583
   29.72645    -1.0565696 -59.35293    20.86426    30.018751  -65.08795
   -7.7348185 -24.33984     2.6774673  -6.323721  -45.137157  -50.45153
  -32.030624   31.300512  -14.792123   25.989223    1.3314427  39.80628
    2.0156832 -57.14376    21.470345  -56.684967   23.60818   -39.296078
  -63.822853   19.221375  -39.415363   -9.481491  -60.65517   -16.497118
  -62.059063  -60.880684  -62.395813  -23.814503  -48.333363  -55.48028
  -58.52908    -1.7772366 -31.010038  -58.07209     6.381063   -6.8173146
  -34.67878   -10.043031   -5.4475083  -0.9166777 -51.05464   -67.33319
   -9.960943  -63.176514  -25.36893   -60.266407 ]]",[[7.626594e-05]]
217,"[[-17.029627   23.291069  -11.105909  -60.448807  -33.824585  -57.63499
  -38.581177  -51.967896   14.7619915 -55.497345   22.306091  -10.568884
   27.264513   -1.2289256 -56.125374   18.908815   29.598362  -61.53294
   -7.548347  -23.257624    2.2128115  -6.0366764 -42.456177  -47.772976
  -30.316715   28.979885  -13.894334   23.656622    0.9967229  39.05159
    1.3003201 -54.127895   19.903605  -53.67464    21.582647  -37.43642
  -60.372074   16.993567  -37.25502    -9.058624  -57.42207   -14.180378
  -58.78914   -57.426212  -59.07331   -22.673689  -45.69217   -52.31983
  -55.410656   -1.9713211 -29.300476  -54.958176    5.8544173  -7.085094
  -32.870697   -9.797754   -5.187837   -0.8777213 -48.25205   -63.791847
   -9.440627  -59.887527  -24.160904  -56.97851  ]]",[[0.00064661]]
218,"[[ -9.406409     1.3559625   -4.777701   -27.496647   -16.505173
  -26.51719    -18.408888   -26.244118     1.1847026  -25.646837
    2.6757944   -7.958725     4.4367228   -3.1403193  -25.205847
    1.4309478   23.783892   -27.345404    -6.265429   -13.087241
   -2.4495902   -3.8645554  -16.890812   -22.21113    -14.246151
    6.6080394   -5.666778     2.6678138   -2.4621365   29.602516
   -4.3351955  -25.223724     3.7972896  -24.919462     3.1447415
  -19.251429   -27.181515    -2.1216702  -17.078327    -5.1791573
  -26.49934      7.0048265  -27.371437   -24.961916   -27.16165
  -11.97088    -20.900072   -21.606209   -25.796926    -3.942019
  -12.972097   -25.1951      -0.33871514  -9.886047   -15.742116
   -7.926759    -3.461418    -0.55188024 -21.033272   -29.243341
   -5.159655   -28.128052   -12.95669    -25.6792    ]]",[[0.999941]]
219,"[[-11.21256    13.672322   -6.9082623 -37.85465   -21.425322  -36.23293
  -24.141556  -33.190628    8.628323  -34.946335   13.159308   -7.492465
   15.990953   -1.4702073 -35.201237   11.075603   19.596642  -38.3806
   -5.642852  -15.14676     0.5004422  -4.2309566 -26.073153  -30.110603
  -19.257433   16.664562   -8.664485   13.921238   -0.2007303  25.655298
    0.5349389 -34.1496     10.6316395 -33.785023   12.723552  -23.732845
  -37.760612   10.026915  -23.606068   -5.8906965 -36.0895     -6.6869063
  -36.90143   -36.01025   -37.026924  -14.687408  -28.970158  -32.372498
  -34.97942    -2.0322175 -18.267078  -34.55625     2.2992957  -5.9254766
  -20.938356   -7.1155577  -3.9138103  -0.641601  -30.033566  -39.820488
   -6.530667  -37.61284   -15.685758  -35.790558 ]]",[[0.02825948]]
220,"[[-11.489634  -20.096827   -3.5971742 -25.100866  -17.38046   -24.510605
  -19.120874  -28.890232  -11.452214  -24.062637  -14.794011  -13.246667
  -13.713622   -7.679959  -22.053883  -15.077397   45.60445   -23.64624
  -10.85458   -16.939425   -8.818334   -5.477524  -10.34937   -21.020336
  -13.419854   -7.2964754  -3.6207747 -16.064497   -7.7089634  54.400475
  -15.8094635 -24.00555    -5.8163877 -23.662697  -12.3207    -22.501476
  -24.247042  -25.291372  -15.25605    -6.8496957 -24.876942   35.935253
  -26.233494  -19.826185  -25.369398  -13.972109  -18.503521  -15.039335
  -24.310427   -9.295537  -11.088746  -23.110807   -4.8028817 -22.876734
  -15.555399  -13.933342   -4.56772    -0.5989938 -17.351902  -27.319298
   -5.5435796 -27.629257  -15.617481  -22.52728  ]]",[[1.]]
221,"[[-12.495439  -22.141657   -3.9242811 -27.331978  -18.956873  -26.686836
  -20.84173   -31.423368  -12.669193  -26.182716  -16.330051  -14.4212675
  -15.101217   -8.351243  -23.994726  -16.603676   49.855026  -25.745455
  -11.767705  -18.418213   -9.588186   -5.9180574 -11.215082  -22.882002
  -14.583923   -7.9349074  -3.9366589 -17.712545   -8.40821    59.480442
  -17.404224  -26.115248   -6.2005935 -25.761099  -13.579596  -24.518744
  -26.388596  -27.914011  -16.592      -7.4948263 -27.096483   39.243263
  -28.56376   -21.507963  -27.625967  -15.221202  -20.060059  -16.324553
  -26.43342   -10.119619  -12.085424  -25.141842   -5.071888  -24.882584
  -16.910248  -15.147981   -4.8605833  -0.639751  -18.851954  -29.799376
   -5.9230833 -30.10555   -16.988848  -24.51183  ]]",[[1.]]
222,"[[-1.23421297e+01  1.57458305e+01 -7.72952271e+00 -4.20644264e+01
  -2.37446289e+01 -4.02414093e+01 -2.67925682e+01 -3.67036438e+01
   9.91029644e+00 -3.87814140e+01  1.50668354e+01 -8.09245205e+00
   1.82627831e+01 -1.45460463e+00 -3.91319542e+01  1.27412100e+01
   2.11414185e+01 -4.26949081e+01 -6.04299307e+00 -1.66653461e+01
   8.12177539e-01 -4.63124180e+00 -2.91627560e+01 -3.34217033e+01
  -2.13653812e+01  1.89922256e+01 -9.68260002e+00  1.59567270e+01
  -1.68595463e-04  2.77746220e+01  8.64819705e-01 -3.78921471e+01
   1.22556305e+01 -3.75102005e+01  1.45301619e+01 -2.62414970e+01
  -4.19615479e+01  1.16612282e+01 -2.62220211e+01 -6.50209665e+00
  -4.00705795e+01 -8.34008980e+00 -4.09777374e+01 -4.00786018e+01
  -4.11293793e+01 -1.62082920e+01 -3.21689682e+01 -3.60612831e+01
  -3.88260803e+01 -2.03243613e+00 -2.03312569e+01 -3.83814316e+01
   2.83772779e+00 -6.10927248e+00 -2.31852913e+01 -7.65026712e+00
  -4.22698355e+00 -6.90105081e-01 -3.33930054e+01 -4.42365112e+01
  -7.15695190e+00 -4.17446060e+01 -1.73009605e+01 -3.97837143e+01]]",[[0.00921199]]
223,"[[-11.214522     5.0732384   -6.1166997  -34.678017   -20.404074
  -33.31888    -22.897972   -32.164673     3.5313196  -32.178528
    6.0845056   -8.821104     8.536933    -2.962324   -31.90594
    4.414944    26.242594   -34.738506    -6.790175   -15.551998
   -1.7595819   -4.423766   -22.22473    -27.817709   -17.75862
   10.828511    -7.3669243    6.3046813   -1.9793657   33.04444
   -3.7114751  -31.572584     6.8283954  -31.229208     6.4035206
  -23.45263    -34.38609      0.8546258  -21.445557    -6.11685
  -33.280567     3.865551   -34.28292    -31.887009   -34.151478
  -14.455538   -26.29132    -28.086716   -32.288334    -3.7973223
  -16.501913   -31.686169     0.77225506  -9.976298   -19.532309
   -8.6725235   -3.8850825   -0.6283804  -26.882826   -36.830784
   -6.1211696  -35.15197    -15.574586   -32.452732  ]]",[[0.9996158]]
